,0
37891,19719706
37892,19719008
37893,19718256
37894,19717572
37895,19717120
37896,19717113
37897,19716282
37898,19713964
37899,19713948
37900,19713947
37901,19713219
37902,19713191
37903,19712791
37904,19712485
37905,19711694
37906,19711614
37907,19711493
37908,19711056
37909,19710610
37910,19710389
37911,19710388
37912,19710198
37913,19710197
37914,19710196
37915,19710191
37916,19709468
37917,19709466
37918,19708080
37919,19707991
37920,19707876
37921,19707810
37922,19707219
37923,19706786
37924,19706622
37925,19706393
37926,19706296
37927,19706217
37928,19706214
37929,19706213
37930,19705616
37931,19705099
37932,19704411
37933,19704096
37934,19703356
37935,19703309
37936,19702724
37937,19702125
37938,19701560
37939,19699873
37940,19699840
37941,19699835
37942,19699834
37943,19699832
37944,19699831
37945,19699298
37946,19699049
37947,19698760
37948,19698729
37949,19698707
37950,19698203
37951,19698202
37952,19698199
37953,19696902
37954,19696896
37955,19696763
37956,19696761
37957,19696760
37958,19696759
37959,19696755
37960,19696754
37961,19696753
37962,19696478
37963,19696205
37964,19696185
37965,19696015
37966,19695510
37967,19695321
37968,19695143
37969,19694925
37970,19694726
37971,19692799
37972,19692726
37973,19692526
37974,19692492
37975,19692490
37976,19692213
37977,19690434
37978,19690433
37979,19690401
37980,19690345
37981,19690341
37982,19690335
37983,19690239
37984,19690205
37985,19690127
37986,19690071
37987,19690065
37988,19690064
37989,19690063
37990,19690061
37991,19690060
37992,19689837
37993,19689834
37994,19689831
37995,19689829
37996,19689828
37997,19689827
37998,19689098
37999,19688825
38000,19688337
38001,19688265
38002,19687793
38003,19686764
38004,19686214
38005,19685623
38006,19675443
38007,19685411
38008,19685293
38009,19683441
38010,19682935
38011,19682786
38012,19681292
38013,19681143
38014,19680557
38015,19680540
38016,19680238
38017,19680236
38018,19679826
38019,19679649
38020,19679451
38021,19679250
38022,19678967
38023,19678966
38024,19678948
38025,19676126
38026,19675202
38027,19675105
38028,19674878
38029,19674864
38030,19674355
38031,19674341
38032,19674223
38033,19673466
38034,19672745
38035,19672469
38036,19672057
38037,19671667
38038,19671657
38039,19670459
38040,19670152
38041,19669948
38042,19669825
38043,19668891
38044,19668697
38045,19668253
38046,19666014
38047,19665869
38048,19665728
38049,19665588
38050,19665312
38051,19665101
38052,19665097
38053,19664301
38054,19663304
38055,19663021
38056,19662680
38057,19662657
38058,19662632
38059,19662619
38060,19661961
38061,19661958
38062,19661957
38063,19661956
38064,19661687
38065,19661090
38066,19660493
38067,19660149
38068,19660148
38069,19658099
38070,19657552
38071,19657097
38072,19657073
38073,19656839
38074,19656837
38075,19656644
38076,19656436
38077,19656409
38078,19656309
38079,19656159
38080,19652655
38081,19652391
38082,19650960
38083,19650959
38084,19650955
38085,19649701
38086,19649417
38087,19649375
38088,19648392
38089,19647621
38090,19647415
38091,19647358
38092,19646498
38093,19646193
38094,19646014
38095,19645752
38096,19644453
38097,19644452
38098,19642959
38099,21179653
38100,19641303
38101,19640960
38102,19640794
38103,19640680
38104,19638215
38105,19638196
38106,19637764
38107,19637286
38108,19637244
38109,19636332
38110,19636317
38111,19636316
38112,19636315
38113,19635521
38114,19635515
38115,19634985
38116,19634380
38117,19633906
38118,19633658
38119,19633657
38120,19633655
38121,19633333
38122,19632511
38123,19632506
38124,19632207
38125,19632093
38126,19631353
38127,19631053
38128,19631052
38129,19631051
38130,19631049
38131,19631048
38132,19631046
38133,19631044
38134,19631043
38135,19631042
38136,19631041
38137,19631040
38138,19631039
38139,19631034
38140,19630452
38141,19629063
38142,19629055
38143,19629052
38144,19629029
38145,19629026
38146,19628964
38147,19628783
38148,19628651
38149,19628106
38150,19627730
38151,19627701
38152,19627255
38153,19627213
38154,19626483
38155,19626043
38156,19625702
38157,19625680
38158,19625273
38159,19623684
38160,19623424
38161,19623198
38162,19623061
38163,19622824
38164,19622781
38165,19622599
38166,19622391
38167,19622210
38168,19622195
38169,19622178
38170,19621195
38171,19621020
38172,19621019
38173,19620781
38174,19619916
38175,19619292
38176,19618657
38177,19618481
38178,19617406
38179,19617349
38180,19616924
38181,19616540
38182,19616153
38183,19616032
38184,19615995
38185,19615882
38186,19615401
38187,19615307
38188,19615091
38189,19610381
38190,19608970
38191,19608944
38192,19608653
38193,19608647
38194,19608218
38195,19608021
38196,19607747
38197,19606717
38198,19606681
38199,19606226
38200,19605781
38201,19605766
38202,19605765
38203,19605567
38204,19605368
38205,19604196
38206,19604133
38207,19603691
38208,19586558
38209,19603055
38210,19602834
38211,19602635
38212,19602585
38213,19602561
38214,19602537
38215,19601783
38216,19601676
38217,19601482
38218,19601481
38219,19598077
38220,19597507
38221,19597430
38222,19596472
38223,19596404
38224,19596104
38225,19595686
38226,19595557
38227,19594325
38228,19594265
38229,19594263
38230,19594224
38231,19593846
38232,19593483
38233,19593406
38234,19592633
38235,19592223
38236,19592055
38237,19592048
38238,19591287
38239,19590846
38240,19590714
38241,19590683
38242,19590448
38243,19589839
38244,19589179
38245,19588730
38246,19588726
38247,19571169
38248,19587114
38249,19585941
38250,19585923
38251,19584886
38252,19584878
38253,19584877
38254,19584874
38255,19584802
38256,19584717
38257,19582985
38258,19582636
38259,19582394
38260,19581423
38261,19581301
38262,19581012
38263,19580540
38264,19579931
38265,19578567
38266,19577487
38267,19577377
38268,19576951
38269,19576928
38270,19576569
38271,19576543
38272,19575801
38273,19575724
38274,19575599
38275,19575524
38276,19573759
38277,19573757
38278,19573122
38279,19573053
38280,19571786
38281,19571220
38282,19571156
38283,19571155
38284,19571036
38285,19570741
38286,19570664
38287,19570588
38288,19569009
38289,19567540
38290,19567386
38291,19567384
38292,19453689
38293,19453685
38294,19453679
38295,19453676
38296,19453668
38297,19453667
38298,19453664
38299,19565402
38300,19564877
38301,19564876
38302,19564641
38303,19564460
38304,19564251
38305,19563529
38306,19563159
38307,21184371
38308,19562798
38309,19562494
38310,19561328
38311,19560834
38312,19560769
38313,19560447
38314,19560370
38315,19560306
38316,19559147
38317,19559146
38318,19559140
38319,19559138
38320,19559132
38321,19559131
38322,19559130
38323,19558671
38324,19557714
38325,19556976
38326,19556331
38327,19556330
38328,19556163
38329,19555520
38330,19553674
38331,19553297
38332,19553293
38333,19552083
38334,19551842
38335,19549969
38336,19549757
38337,19549744
38338,19548567
38339,19548164
38340,19548044
38341,19546823
38342,19546463
38343,19546164
38344,19546153
38345,19545458
38346,19543786
38347,19543691
38348,19543265
38349,19543218
38350,19543217
38351,19543216
38352,19543212
38353,19543210
38354,19543205
38355,19543110
38356,19541767
38357,19541650
38358,19541496
38359,19540789
38360,19540228
38361,19539176
38362,19539082
38363,19538709
38364,19538695
38365,19538438
38366,19537219
38367,19537218
38368,19536674
38369,19536669
38370,19536668
38371,19536666
38372,19536165
38373,19535977
38374,19535681
38375,19535678
38376,19535429
38377,19528982
38378,19528981
38379,19528979
38380,19528974
38381,19524155
38382,19533887
38383,19533615
38384,19531641
38385,19531640
38386,19531279
38387,19531026
38388,19530957
38389,19530697
38390,19530041
38391,19529042
38392,19528966
38393,19528965
38394,19528882
38395,19528561
38396,19528544
38397,19528361
38398,19528236
38399,19527597
38400,19527595
38401,19527594
38402,19527578
38403,19527573
38404,21607009
38405,19524333
38406,19523919
38407,19523461
38408,19523212
38409,19523206
38410,19523083
38411,19521759
38412,19521513
38413,19521418
38414,19521351
38415,19521348
38416,19520095
38417,19519991
38418,19519970
38419,19519921
38420,19519866
38421,19519751
38422,19519703
38423,19517914
38424,19517871
38425,19494472
38426,19517329
38427,19517224
38428,19516909
38429,19516150
38430,19515863
38431,19515791
38432,19515743
38433,19515732
38434,19515460
38435,19515272
38436,19514637
38437,19514627
38438,19318219
38439,19513544
38440,19513175
38441,19513120
38442,19509023
38443,19509018
38444,19508935
38445,19508931
38446,19508929
38447,19507634
38448,19507247
38449,19506986
38450,19506562
38451,19506396
38452,19506316
38453,19505309
38454,19505297
38455,19504240
38456,19501784
38457,19501756
38458,19501320
38459,19501315
38460,19501252
38461,19501251
38462,19501249
38463,19501248
38464,19501247
38465,19501246
38466,19501244
38467,19501240
38468,19500959
38469,19500737
38470,19500488
38471,19500238
38472,19498349
38473,19498345
38474,19498343
38475,19497971
38476,19497925
38477,19496779
38478,19495894
38479,19495822
38480,19494115
38481,19493302
38482,19493026
38483,19492410
38484,19492167
38485,19491239
38486,19491212
38487,19491194
38488,19490907
38489,19490825
38490,19490599
38491,19490416
38492,19490368
38493,19489770
38494,19489767
38495,19489458
38496,19488804
38497,19488049
38498,19487105
38499,19486260
38500,19484880
38501,19484707
38502,19483200
38503,19482682
38504,19482021
38505,19481752
38506,19481557
38507,19481430
38508,19481310
38509,19481125
38510,19480675
38511,19480339
38512,19480338
38513,19470603
38514,26953751
38515,22493520
38516,19478786
38517,19478204
38518,19478144
38519,19477937
38520,19477912
38521,19477625
38522,19477470
38523,19476678
38524,19476577
38525,19476575
38526,19475839
38527,19474719
38528,19474685
38529,19474528
38530,19473547
38531,19472522
38532,19472314
38533,19472101
38534,19472021
38535,19471234
38536,19470786
38537,19470707
38538,19470086
38539,19469121
38540,19468950
38541,19468724
38542,19468705
38543,19467280
38544,19467279
38545,19467278
38546,19467151
38547,19466571
38548,19466220
38549,19466219
38550,19466210
38551,19466207
38552,19466205
38553,19466204
38554,19465234
38555,19465188
38556,19465184
38557,19465183
38558,19465182
38559,19465181
38560,19465180
38561,19465173
38562,19465087
38563,19465040
38564,19464889
38565,19463788
38566,19463489
38567,19463478
38568,19462679
38569,19462612
38570,19462611
38571,19462608
38572,19462607
38573,19462476
38574,19462428
38575,19462322
38576,19462153
38577,19461553
38578,19461549
38579,19461159
38580,19461119
38581,19460115
38582,19459730
38583,19459652
38584,19459046
38585,19459017
38586,19458380
38587,19458377
38588,19458373
38589,19458350
38590,19458276
38591,19458242
38592,19458018
38593,19458016
38594,19457514
38595,19457230
38596,19456097
38597,19456042
38598,19455775
38599,19455406
38600,19455373
38601,19454750
38602,19454484
38603,19454355
38604,19454354
38605,19454308
38606,19453544
38607,19452041
38608,19451696
38609,19451348
38610,19450777
38611,19450288
38612,19450204
38613,19450156
38614,19450141
38615,19449275
38616,19448705
38617,19448696
38618,19448689
38619,19447349
38620,19447348
38621,19446600
38622,19446587
38623,19445817
38624,19445617
38625,19445068
38626,19444921
38627,19444873
38628,19444753
38629,19444235
38630,19444234
38631,19444233
38632,19444229
38633,19444227
38634,19444224
38635,19444114
38636,19444085
38637,19443932
38638,19443826
38639,19443197
38640,19442975
38641,19442172
38642,19442152
38643,19440378
38644,19440050
38645,19439954
38646,19439461
38647,19439458
38648,19437243
38649,19437180
38650,19437058
38651,19436992
38652,19436298
38653,19436141
38654,19435858
38655,19435851
38656,19434740
38657,19434066
38658,19433920
38659,19433814
38660,19433583
38661,19433253
38662,19433251
38663,19433245
38664,19433244
38665,19433123
38666,19433008
38667,19429699
38668,19429677
38669,19428774
38670,19427946
38671,19427656
38672,19427502
38673,19427184
38674,19426775
38675,19426517
38676,19425460
38677,19424166
38678,19424163
38679,19423768
38680,19423760
38681,19423489
38682,19423318
38683,19423132
38684,19422792
38685,19422230
38686,19422101
38687,19421933
38688,19421926
38689,19421706
38690,19421242
38691,19420913
38692,19420911
38693,19420908
38694,19420372
38695,19420346
38696,19420294
38697,19420258
38698,19417128
38699,19417011
38700,19416087
38701,19414622
38702,19413706
38703,19413701
38704,19413700
38705,19413676
38706,19413656
38707,19412993
38708,19411878
38709,19411817
38710,19411233
38711,19410976
38712,19409578
38713,19409204
38714,19409085
38715,19408844
38716,19408657
38717,19407360
38718,19407063
38719,19406939
38720,19404697
38721,19404644
38722,19403723
38723,19403709
38724,19403706
38725,19403705
38726,19403639
38727,19403628
38728,19403283
38729,19403246
38730,19403116
38731,19402905
38732,19402773
38733,29505205
38734,19401758
38735,19401423
38736,19401422
38737,19401184
38738,19400973
38739,19400751
38740,19400750
38741,19400532
38742,19400002
38743,19399331
38744,19399161
38745,19399020
38746,19398848
38747,19398300
38748,19397055
38749,19396644
38750,19396427
38751,19396357
38752,19396084
38753,19396023
38754,19395696
38755,19394726
38756,19394723
38757,19394477
38758,19394472
38759,19394468
38760,19394383
38761,19394382
38762,19394055
38763,19394036
38764,19393495
38765,19392923
38766,19391322
38767,19391032
38768,19390526
38769,19390525
38770,19390523
38771,19390522
38772,19390518
38773,19390517
38774,19390516
38775,19390338
38776,19390212
38777,19390166
38778,19390091
38779,19389832
38780,19389439
38781,19389057
38782,19387417
38783,19387108
38784,19387107
38785,19386820
38786,19386747
38787,19386746
38788,19386742
38789,19386741
38790,19386334
38791,19386028
38792,19385960
38793,19385031
38794,19384959
38795,19384859
38796,19383948
38797,19383622
38798,19383033
38799,19383031
38800,19382001
38801,19381780
38802,19381703
38803,19381015
38804,19380457
38805,19380219
38806,19380142
38807,19379545
38808,19378874
38809,19378378
38810,19377099
38811,19376202
38812,19375598
38813,19375596
38814,19375588
38815,19375453
38816,19375419
38817,19374911
38818,19374692
38819,19374219
38820,19373224
38821,19373220
38822,19372632
38823,19372238
38824,19372216
38825,19371345
38826,19370974
38827,19370968
38828,19370339
38829,19370182
38830,19370046
38831,19370043
38832,19369940
38833,19369694
38834,19369468
38835,19369431
38836,19369382
38837,19369060
38838,19369055
38839,19369046
38840,19368937
38841,19368716
38842,19368301
38843,19368291
38844,19367623
38845,19367438
38846,19367137
38847,19367114
38848,19366874
38849,19366873
38850,19366864
38851,19366832
38852,19366790
38853,19285212
38854,19285208
38855,19285204
38856,19285203
38857,19365547
38858,19365099
38859,19364826
38860,19364373
38861,19363514
38862,19363508
38863,19363506
38864,19363503
38865,19363290
38866,19362807
38867,19361967
38868,19360912
38869,19360495
38870,19360449
38871,19360006
38872,19359377
38873,19359221
38874,19359126
38875,19358932
38876,19358803
38877,19357416
38878,19357400
38879,19357184
38880,19356912
38881,19356889
38882,19356820
38883,19356720
38884,19356714
38885,19356713
38886,19356628
38887,19356004
38888,19355859
38889,19354115
38890,19353539
38891,19352784
38892,19351809
38893,19351807
38894,19351712
38895,19350627
38896,19350507
38897,19349562
38898,19349560
38899,19348547
38900,19346773
38901,19346772
38902,19346764
38903,19346763
38904,19346205
38905,19346192
38906,19345914
38907,19345452
38908,19345188
38909,19344864
38910,19344534
38911,19343112
38912,19343018
38913,19343015
38914,19343014
38915,19342983
38916,19342603
38917,19342030
38918,19341960
38919,19341706
38920,19341156
38921,19340313
38922,19339707
38923,19339405
38924,19339403
38925,19339400
38926,19339393
38927,19339331
38928,19338759
38929,19338705
38930,19337956
38931,19337015
38932,19335780
38933,19333726
38934,19333381
38935,19333121
38936,19332753
38937,19332745
38938,19332540
38939,19332493
38940,19332486
38941,19332459
38942,19332458
38943,19332024
38944,19331683
38945,20524467
38946,19330910
38947,19329406
38948,19329212
38949,19328578
38950,19328272
38951,19328271
38952,19328269
38953,19328268
38954,19328266
38955,19328260
38956,19328258
38957,19328211
38958,19328040
38959,19327566
38960,19327360
38961,19327348
38962,19326579
38963,19326039
38964,19325873
38965,19325545
38966,19325539
38967,19325132
38968,19324999
38969,19322974
38970,19322671
38971,19322141
38972,19321699
38973,19321584
38974,19321583
38975,19321580
38976,19321572
38977,19321569
38978,19321562
38979,19321559
38980,19321557
38981,19321034
38982,19320488
38983,19319809
38984,19319179
38985,19318712
38986,19318153
38987,19318111
38988,19318102
38989,19317914
38990,19308899
38991,19308262
38992,19308071
38993,19305230
38994,19304253
38995,19303979
38996,19303965
38997,19303887
38998,19303675
38999,19303549
39000,19303272
39001,19302580
39002,19302563
39003,19302115
39004,19301095
39005,19300426
39006,19300386
39007,19299371
39008,19299181
39009,19298700
39010,19298424
39011,19298422
39012,19298418
39013,19298415
39014,19298279
39015,19298202
39016,19298196
39017,19297689
39018,19297423
39019,19297300
39020,19296980
39021,19296907
39022,19296766
39023,19296549
39024,19296465
39025,19295947
39026,19295913
39027,19295660
39028,19295193
39029,19295192
39030,19293604
39031,19293441
39032,19293429
39033,19293329
39034,19293246
39035,19292037
39036,19291913
39037,19290380
39038,19290809
39039,19289458
39040,19289008
39041,19288686
39042,19288685
39043,19288684
39044,19288683
39045,19288075
39046,19287392
39047,19286821
39048,19286482
39049,19286349
39050,19286092
39051,19285607
39052,19285603
39053,19285264
39054,19285259
39055,19285041
39056,19284886
39057,19284557
39058,19166677
39059,19166676
39060,19166675
39061,19166673
39062,19166670
39063,19166667
39064,19166666
39065,19166665
39066,19283853
39067,19283243
39068,19282828
39069,19282827
39070,19282825
39071,19282824
39072,19282823
39073,19282820
39074,19282689
39075,19282532
39076,19282326
39077,19279655
39078,19279080
39079,19278844
39080,19278695
39081,19278032
39082,19278025
39083,19277881
39084,19277751
39085,19277604
39086,19276997
39087,19276890
39088,19276393
39089,19276190
39090,19275915
39091,19275765
39092,19274056
39093,19273580
39094,19271603
39095,19271298
39096,19271168
39097,19270782
39098,19270366
39099,19269921
39100,19269858
39101,19268484
39102,19268361
39103,19268350
39104,19267948
39105,19267925
39106,19267713
39107,19267283
39108,19266847
39109,19266118
39110,19266110
39111,19265797
39112,19265038
39113,19264873
39114,19264718
39115,19264717
39116,19264254
39117,19264159
39118,19264046
39119,19264012
39120,19263591
39121,19263394
39122,19263058
39123,19262485
39124,19262201
39125,19262013
39126,19261729
39127,19261489
39128,19261206
39129,19261202
39130,19260948
39131,19259639
39132,19259258
39133,19258492
39134,19258408
39135,19256179
39136,19255797
39137,19255424
39138,19255175
39139,19254816
39140,19254572
39141,19254569
39142,19254366
39143,19253887
39144,19253886
39145,19253883
39146,19253881
39147,19253879
39148,19252323
39149,19251982
39150,19251910
39151,19251447
39152,19251036
39153,19250889
39154,19250839
39155,19250609
39156,19249443
39157,19248869
39158,19248867
39159,19248859
39160,19248858
39161,19248854
39162,19248851
39163,19248808
39164,24345541
39165,21631845
39166,19248195
39167,19247701
39168,19247283
39169,19247282
39170,19247280
39171,19247277
39172,19247274
39173,19247273
39174,19247271
39175,19247270
39176,19247025
39177,19246977
39178,19246894
39179,19246365
39180,19246357
39181,19245927
39182,19245741
39183,19244935
39184,19244669
39185,19244583
39186,19244380
39187,19244374
39188,19244152
39189,19243675
39190,19243666
39191,19243664
39192,19243517
39193,19242843
39194,19242839
39195,19242081
39196,19240982
39197,19240062
39198,19239791
39199,19239632
39200,19239175
39201,19239169
39202,19238158
39203,19238154
39204,19238139
39205,19237002
39206,19236869
39207,19236692
39208,19236691
39209,19236237
39210,19234670
39211,19232793
39212,19232511
39213,19231603
39214,19230619
39215,19229236
39216,19228868
39217,19228378
39218,19227864
39219,19227863
39220,19227858
39221,19227540
39222,19227534
39223,19227437
39224,19227385
39225,19227384
39226,19227383
39227,19227382
39228,19226927
39229,19226353
39230,19225141
39231,19225114
39232,19224658
39233,19190620
39234,19224198
39235,19223848
39236,19223847
39237,19223277
39238,19223069
39239,19222694
39240,19221831
39241,19221391
39242,19221340
39243,19220983
39244,19220921
39245,19220919
39246,19220279
39247,19218718
39248,19218499
39249,19217934
39250,19217443
39251,19217442
39252,19216829
39253,19216828
39254,19215924
39255,19215842
39256,19215321
39257,19214471
39258,19214178
39259,19214175
39260,19214173
39261,19214135
39262,19213841
39263,19213834
39264,19213375
39265,19213197
39266,19212806
39267,19212181
39268,19211925
39269,19211825
39270,19211823
39271,19211814
39272,19211723
39273,19211707
39274,19211649
39275,19210667
39276,19209619
39277,19208906
39278,19208898
39279,19208855
39280,19208810
39281,19208729
39282,19208352
39283,19208273
39284,19208269
39285,19207582
39286,19207532
39287,19205780
39288,19205668
39289,19204739
39290,19204299
39291,19203315
39292,19202945
39293,19202916
39294,19202915
39295,19202913
39296,19202901
39297,19202385
39298,19202134
39299,19201177
39300,19200369
39301,19200222
39302,19199480
39303,19199223
39304,19197979
39305,19197264
39306,19196831
39307,19196798
39308,19196357
39309,19195867
39310,19195863
39311,19194633
39312,19194047
39313,19193946
39314,19192424
39315,19192237
39316,19192029
39317,19192027
39318,19190826
39319,19190260
39320,19190107
39321,19190003
39322,19189408
39323,19188926
39324,19188774
39325,19188740
39326,19188683
39327,19188682
39328,19188431
39329,19188428
39330,19188425
39331,19187776
39332,19186762
39333,19186331
39334,19186330
39335,19186329
39336,19186328
39337,19186326
39338,19186040
39339,19185985
39340,19185650
39341,19183493
39342,19183415
39343,19182645
39344,19182070
39345,19181908
39346,19181868
39347,19181526
39348,19181180
39349,19180229
39350,19180071
39351,19179458
39352,19179447
39353,19179442
39354,19179316
39355,19179060
39356,19178838
39357,19178721
39358,19178536
39359,19176752
39360,19176750
39361,19176746
39362,19176350
39363,19176142
39364,19175948
39365,19175509
39366,19175377
39367,19153498
39368,19147064
39369,19174569
39370,19172596
39371,19172459
39372,19170860
39373,19169745
39374,19168150
39375,19168071
39376,19167957
39377,19167955
39378,19167953
39379,19167948
39380,19167915
39381,19167128
39382,19166606
39383,19166134
39384,19165172
39385,19165167
39386,19165160
39387,19164825
39388,19164821
39389,19164269
39390,19162795
39391,19161640
39392,19161047
39393,19160892
39394,19160616
39395,19160202
39396,19158409
39397,19158237
39398,19158228
39399,19158214
39400,19158155
39401,19158129
39402,19157828
39403,19156225
39404,19156184
39405,19155899
39406,19155318
39407,19154954
39408,19154949
39409,19154768
39410,19153583
39411,19153580
39412,19153412
39413,19153269
39414,19152506
39415,19151418
39416,19151199
39417,19151014
39418,19150989
39419,19150743
39420,19150595
39421,19149424
39422,19149401
39423,19149394
39424,19148125
39425,19148124
39426,19148118
39427,19148117
39428,19147984
39429,19147933
39430,19147746
39431,19147655
39432,19147161
39433,19146503
39434,19144866
39435,19144836
39436,19144730
39437,19144669
39438,19144638
39439,19144241
39440,19144239
39441,19144213
39442,19143432
39443,19136991
39444,19136981
39445,19136979
39446,19142662
39447,19142628
39448,19142567
39449,19141989
39450,19141695
39451,19141688
39452,19141177
39453,19139019
39454,19138937
39455,19138868
39456,19138827
39457,19137987
39458,19137986
39459,19137372
39460,19136820
39461,19136718
39462,19136654
39463,19136651
39464,19136649
39465,19136088
39466,19135908
39467,19135489
39468,19134239
39469,19133608
39470,19133410
39471,19132962
39472,19133122
39473,19131756
39474,19131482
39475,19131459
39476,19131173
39477,19130489
39478,19129426
39479,19129396
39480,19127915
39481,19127201
39482,19127177
39483,19127084
39484,19126784
39485,19126262
39486,19125700
39487,19125162
39488,19124984
39489,19123482
39490,19123463
39491,19123432
39492,19121920
39493,19121781
39494,19121296
39495,19121220
39496,19120115
39497,19119847
39498,19118409
39499,19118094
39500,19117547
39501,19117545
39502,19117103
39503,19116776
39504,19116575
39505,19116375
39506,25998592
39507,24916817
39508,23074527
39509,23074526
39510,22435353
39511,22253969
39512,22253967
39513,21660219
39514,21589817
39515,21495309
39516,21261878
39517,20865095
39518,20464230
39519,20361569
39520,20361567
39521,20337161
39522,20337160
39523,20205129
39524,20192570
39525,20124779
39526,19114874
39527,19114803
39528,19114707
39529,19114395
39530,19112980
39531,19110882
39532,19110706
39533,19110538
39534,19110020
39535,19109659
39536,19109000
39537,19108644
39538,19107833
39539,19107829
39540,19107434
39541,19107429
39542,19107428
39543,19107124
39544,19106707
39545,19106330
39546,19106327
39547,19106310
39548,19106228
39549,19105545
39550,19104922
39551,19103681
39552,19103646
39553,19103337
39554,19103333
39555,19103331
39556,19103329
39557,19103328
39558,19103327
39559,19103323
39560,19103320
39561,19103316
39562,19101399
39563,19101115
39564,19100759
39565,19100718
39566,19099589
39567,19099241
39568,19097648
39569,19097539
39570,19079280
39571,19079279
39572,19079274
39573,19097260
39574,19097138
39575,19096961
39576,19096914
39577,19096709
39578,19096196
39579,19095997
39580,19095761
39581,19095202
39582,19095090
39583,19093712
39584,19092845
39585,19092700
39586,19092316
39587,19091915
39588,19091800
39589,19091458
39590,19090446
39591,19088436
39592,19088151
39593,19087372
39594,19087367
39595,19087366
39596,19087363
39597,19087330
39598,19087298
39599,19086298
39600,19086297
39601,19084791
39602,19083664
39603,19083545
39604,19083527
39605,19083496
39606,19083495
39607,19083474
39608,19083471
39609,19083457
39610,19083440
39611,19083382
39612,19083381
39613,19082675
39614,19082431
39615,19081429
39616,19080728
39617,19080028
39618,19080010
39619,19079942
39620,19079834
39621,19079823
39622,19079319
39623,19078990
39624,19076266
39625,19075501
39626,19075483
39627,19075084
39628,19074988
39629,19074472
39630,19073980
39631,19073975
39632,19073905
39633,19073766
39634,19073541
39635,19073398
39636,19072520
39637,19072371
39638,19072357
39639,19071066
39640,19070593
39641,19070312
39642,19069672
39643,19037220
39644,19037218
39645,19037217
39646,19037215
39647,19037214
39648,19037213
39649,19037211
39650,19037210
39651,19037208
39652,19037207
39653,18836402
39654,19068151
39655,19068149
39656,19067985
39657,19067776
39658,19067526
39659,19067096
39660,19067075
39661,19066318
39662,19066317
39663,19066295
39664,19065655
39665,19065064
39666,19064829
39667,19064620
39668,19064614
39669,19064539
39670,19064538
39671,19064537
39672,19064536
39673,19064535
39674,19064508
39675,19064504
39676,19063809
39677,19063807
39678,19063765
39679,19063651
39680,19062257
39681,19061677
39682,19061264
39683,19060817
39684,19060611
39685,19060415
39686,19060023
39687,19059526
39688,19059292
39689,19059255
39690,19058745
39691,19058489
39692,19058085
39693,19057934
39694,19057696
39695,19057529
39696,19057526
39697,19057524
39698,19057523
39699,19057157
39700,19056839
39701,19056603
39702,19056602
39703,19056599
39704,19056597
39705,19056584
39706,19056576
39707,19056571
39708,19056560
39709,19056558
39710,19056554
39711,19056548
39712,19055538
39713,19055407
39714,19055133
39715,19053849
39716,19053393
39717,19053049
39718,19053047
39719,19053045
39720,19053021
39721,19052642
39722,19052190
39723,19051333
39724,19051209
39725,19051091
39726,19051067
39727,19050985
39728,19050676
39729,19050675
39730,19050674
39731,19050176
39732,19049970
39733,19049350
39734,18987274
39735,19048277
39736,19048227
39737,19048014
39738,19047532
39739,19046571
39740,19046567
39741,19046226
39742,19046194
39743,19045945
39744,19043980
39745,19043404
39746,19042921
39747,19041787
39748,19041763
39749,19041759
39750,19040782
39751,19040722
39752,19040713
39753,19040588
39754,19040336
39755,19039880
39756,24351852
39757,20633465
39758,19039318
39759,19039316
39760,19037247
39761,19036908
39762,19036826
39763,19035554
39764,19035184
39765,19034910
39766,19034589
39767,19033693
39768,19031757
39769,19031198
39770,19030233
39771,19030007
39772,19029739
39773,19029118
39774,19028527
39775,19028510
39776,19028458
39777,19028389
39778,19027416
39779,19027410
39780,19027406
39781,19027402
39782,19027012
39783,19026939
39784,19026937
39785,19026935
39786,19026901
39787,19026676
39788,19025661
39789,19024947
39790,19024221
39791,19011657
39792,19023847
39793,19023282
39794,19023265
39795,19023264
39796,19022972
39797,19022964
39798,19022788
39799,19022700
39800,19022173
39801,19021870
39802,19021805
39803,19020508
39804,19019502
39805,19019115
39806,19019037
39807,19019023
39808,19018929
39809,19018733
39810,19017827
39811,19017816
39812,19017730
39813,19017714
39814,19016618
39815,19015764
39816,19015756
39817,19015600
39818,19014866
39819,19014856
39820,19014854
39821,19014571
39822,19014105
39823,19013572
39824,19013294
39825,19013205
39826,19012808
39827,19012804
39828,19012597
39829,19012000
39830,19011365
39831,19011153
39832,19009671
39833,19009670
39834,19009669
39835,19009668
39836,19009036
39837,19008872
39838,19008865
39839,19008494
39840,19008465
39841,19008055
39842,19007930
39843,19007755
39844,19003583
39845,19006115
39846,19005201
39847,19005075
39848,19004162
39849,19004140
39850,19003549
39851,19002497
39852,19002145
39853,19001764
39854,19001550
39855,19001545
39856,19001480
39857,19001014
39858,19000710
39859,19000239
39860,19000237
39861,18998318
39862,18998271
39863,18998190
39864,18997680
39865,18997675
39866,18997674
39867,18997673
39868,18997671
39869,18997574
39870,18997420
39871,18996877
39872,18996876
39873,18996874
39874,18996871
39875,18996858
39876,18996857
39877,18996854
39878,18996851
39879,18996849
39880,18996293
39881,18996284
39882,18996201
39883,18991982
39884,18991570
39885,18991137
39886,18990767
39887,18990685
39888,18990209
39889,18989711
